text,target
RoomVOCAlm,zoneVOCAlarm
emergency_shutoff,emergencyStop
SPACE-TEMP-DB,zoneTempDb
econo_on,econEnable
OA_CFM_MINIMUM_SP,minOutsideFlowSp
unocc_htg_mode_airflow_sp,dischargeFlowUnoccHeatSp
boiler1_status,boilerStatus
wheel-RR-Temp,wheelReturnTemp
Space-Lux,zoneLightLevel
dehum_sts,dehumidifierStatus
RTN_STPT,returnTempSp
zoneenergy,zoneEnergy
SpaceVOC,zoneVOC
SAIR_DEHUMIDIFICATION_SP,dischargeDehumidSp
ZN-PM10-VALUE,zonePM10
bypass.ctrl,bypassSwitch
Bypass_Valve,bypassValve
TEMP-AVG-SP-ZN,zoneTempAvgSp
WhlRT,wheelRuntime
EXF_OPERATIONAL_STATUS,exhaustFanStatus
SpaceTempDb,zoneTempDb
znCO2AlarmHighSp,zoneCO2HiSp
chlrenablesp,chillerEnableSp
BYPASS_WTR_FLOW_COIL,evapBypassFlow
EXF2-ALM,exhaustFanAlarm
SUP_CO2_PPM,dischargeCO2
cool_air_sp_unocc,dischargeFlowUnoccCoolSp
compressorWarning,compWarning
SA_TEMP_DEHUM_SP,dischargeTempDehumidSp
OA_Humidity,outsideHumidity
CO2Zone,zoneCO2
supplyAirTempLoSp,dischargeTempLoSp
CD_DECK_HUM,coldDeckDischargeHumidity
SA_HTG_TEMP_SP,dischargeTempHeatSp
STM-BLR-P,steamPressure
SPC-NO-CONC,zoneNO
WH_TOTAL,energy
compressorCommand,comp
cwp2-alarm,condPumpAlarm
cw_pump_speed_sp,condPumpSpeedSp
spaceVOC,zoneVOC
condenser1_cmd,cond
oa_damper_min_cmd,minOutsideDamper
EVAP_BYP_T_READ,evapBypassTemp
ZN-HUM-SP,dehumidSp
ZN_T_FAULT,zoneTempFault
STBY-HTG-FLO-SP,dischargeFlowStandbyHeatSp
SUPPLY_TEMP_CLG_LO_LIMIT,dischargeTempCoolMinSp
OA-MEASURED-HUMIDITY,outsideHumidity
ZN_O2,zoneO2
SA_FAN_ALM,dischargeFanAlarm
RMT-T,zoneTemp
bldg_press_spt,buildingPressureSp
SA_RH_REFERENCE,dischargeHumiditySp
LUX_MAX_SETPOINT,zoneLightLevelMaxSp
AIRFLOW_MAX_COOL_SP,dischargeFlowCoolMaxSp
compfault,compFault
RETURN_AIR_CMD,returnFanEnable
comp1-alm,compAlarm
dischargeAirDamperFb,dischargeDamperFb
zone-temp-delta,zoneTempDelta
RET_FLOW_SETVAL,returnFlowSp
cond1_bypass_flow_setpoint,condBypassFlowSp
Amp-Phase-B,currentPhaseB
GAS-FLOW-CUT-OFF-ALM,gasFlowLoAlarm
spcTempMaxSPT,zoneTempMaxSP
occupancy-mode,occupancyMode
EXH-FAN-ALM,exhaustFanAlarm
supplyTempLowControlSp,dischargeTempLoSp
FAN_KWH_ACC_DISCH,dischargeFanEnergy
RET-RH,returnHumidity
air-pres,airPressure
dehumid_enable_override,dehumidEnableOvr
AirPress,airPressure
RM-STATIC-MIN-SP,zonePressureMinSp
heat-valve-feedback,heatingValveFb
ZN-N2-S,zoneN2
SUPAIRFAN_ENERGY,dischargeFanEnergy
chlr_en_sp,chillerEnableSp
CndAlarm,condAlarm
UnoccCoolingSp,unoccupiedCoolSp
zoneTempMaximumSP,zoneTempMaxSP
STM-VALVE-OUT,steamValve
dischargeDewpointTemp,dischargeDewpoint
unoccMinCoolFlowSP,dischargeFlowUnoccCoolSp
CondenserBypassValveCmd,condBypassValve
sfan_status,dischargeFanStatus
znIAQAlarm,zoneVOCAlarm
O2_VALUE,zoneO2
WheelReturnFanO,wheelReturnFanSpeed
bypdmprfeedback,bypassDamperFb
SpaceSO2HiAlert,zoneSO2LevelAlarm
ch1-fault,chillerFault
CHILLED_WATER_ACTIVE,coolingStatus
spaceVOCSetpoint,zoneVOCSp
zoneHum_Max_SetPoint,zoneHumidityMaxSp
DAIRDMPR,dischargeDamper
clg-en-setpoint,coolingEnableSp
DA_SMOKE_DAMPER_FB,dischargeSmokeDamperFb
cwp-fault,condPumpFault
SPC-T,zoneTemp
PHA_AMPS_MAX,currentPhaseAMax
STM_COMMAND,steamValve
DISCH_FAN_LOCAL,dischargeFanHandMode
SAF-FLT-ID,dischargeFanFaultCode
CLG_STBY_SP_MIN_FLOW,dischargeFlowStandbyCoolSp
CHW_CONTROL,coolingValve
ECO_ON_DPT_SP,econEnableDewpointSp
OA_MIN_FLOW_SPT,minOutsideFlowSp
condenser_water_pump_speed_command,condPumpSpeed
WheelOutFanSts,wheelOutsideFanStatus
cmperror,compFault
bypass_dmpr_pos,bypassDamper
zn_voc_high_alert,zoneVOCHiAlarm
Comp,comp
humidRunCommand,humidifier
ZONEHUM-MAX-SP,zoneHumidityMaxSp
ZONEPRESSURESPT,zonePressureSp
occupiedCoolingSp_Offset,occupiedCoolSpOffset
OA_T_INVALID,outsideTempFault
Occ_Heat_Sp_Local,occupiedHeatSpLocal
CHWP-SS,evapPumpEnable
comp1-en,compEnable
OA_TEMP_INPUT,outsideTemp
SPC_NO_MIN_STATE,zoneNOMinSp
EVAP_WATER_PMP_ENA,evapPumpEnable
OA-T,outsideTemp
ZN-T-AVG-STAT,zoneTempAvg
ZN_N2_ALM_STS,zoneN2Alarm
COND_ENTEMP,condEnteringTemp
RETURN-AIR-DMPR,returnDamper
CFM_CAL_K,kFactor
ZN-SO2-ALM,zoneSO2LevelAlarm
unoccCoolingAirflowSP,dischargeFlowUnoccCoolSp
zoneCO2,zoneCO2
WHEEL_RETURN_HUMIDITY,wheelReturnHumidity
STAT_WHEEL,wheelStatus
LPG-SPC-ALM,zoneLPGAlarm
DEHUM_CMD,dehumidifier
cond_stat,condStatus
Occup_Mode_Ovr,occupancyModeOvr
humidifier_on_status,humidifierEnable
coldDeckDischargeAirFlow,coldDeckDischargeFlow
wheelReturnFanStatus,wheelReturnFanStatus
ZN_TEMP_HI_SETPT,zoneTempHiSp
zone_purge_operating_status,zonePurgeStatus
humidEnableSetpoint,humidifierEnableSp
CO2_High_Alarm_Zone,zoneCO2Alarm
ACT_CLG_SPT,zoneCoolSp
HTG_ENABLE_SP,heatingEnableSp
occ_stat_ovr,occupancyModeOvr
SA_ISO_D,dischargeIsoDamper
ch2_status,chillerStatus
Space_Status,zoneStatus
ECON_ENABLE_DP_SETPT,econEnableDewpointSp
RET-AIR-FAN-FAIL,returnFanAlarm
MA_TEMP_LO_LIM,mixedTempLoSp
APPARENT_USAGE,energyApparent
SMOKE_DMPR_FB_SA,dischargeSmokeDamperFb
SpaceNoiseSensor,zoneNoiseLevel
RETURN_AIR_DMPR,returnDamper
econ-enable-cmd,econEnable
occ_htg_setpoint_local,occupiedHeatSpLocal
zn_so2_alarm_active,zoneSO2LevelAlarm
BYP_SWITCH,bypassSwitch
comp-forcestart,compOvr
STEAM-PSI,steamPressure
cmp-manual,compOvr
SA_FAN_MOTOR_TEMPERATURE,dischargeFanMotorTemp
Occ_Clg_Spt_Local,occupiedCoolSpLocal
cmprun,compStatus
SBY_HEAT_SPT_VAL,standbyHeatSp
OUTSIDE-RH,outsideHumidity
OutsideTempLowSetpoint,outsideTempLoSp
SA_TEMP_CLG_LIMIT_HI,dischargeTempCoolMaxSp
hi_thres_alm,highLimitAlarm
EXFAN_ALARM_ACTIVE,exhaustFanAlarm
CHWS_FLOW_READ,evapLeavingFlow
MIXED_TEMP_SENSOR,mixedTemp
SF_KWH,dischargeFanEnergy
supplyAirSmokeDamperFb,dischargeSmokeDamperFb
FAN_FLT_REF_DISCH,dischargeFanFaultCode
SUP-AIR-HUM-SP,dischargeHumiditySp
space-hum-max-spt,zoneHumidityMaxSp
MOTOR_CURRENT,current
SA_HUM_SPT,dischargeHumiditySp
ECON_ENABLE_H_SP,econEnableEnthalpySp
EVAP_BYPASS_TEMPERATURE_FEEDBACK,evapBypassTemp
MinOADmprOverride,minOutsideDamperOvr
HUM_SPACE_RH_MIN_SP,zoneHumidityMinSp
SAF-SPD-FB,dischargeFanSpeedFb
CHW-POS,coolingValveFb
highlim-alarm,highLimitAlarm
manual_exh_dmpr,exhaustDamperOvr
cwp1-speed-cmd,condPumpSpeed
supplyTempLowerLimitSp,dischargeTempLoSp
dehumidifier_fault,dehumidifierFault
ECON_OA_ENTHALPY_ENABLE_SP,econEnableEnthalpySp
zone_temp_avg_reading,zoneTempAvg
SUP_FAN_MOTOR_TEMP,dischargeFanMotorTemp
EVAP_BYPASS_FLOW_CTL_SP,evapBypassFlowSp
whl_rf_cmd,wheelReturnFan
RtrnAirTemp,returnTemp
condenser-bypass-temp,condBypassTemp
OccCoolSetpointOffset,occupiedCoolSpOffset
disch_iso_air_damper,dischargeIsoDamper
Space_Temp_Error,zoneTempFault
DISCHARGE-AIR-DAMPER,dischargeDamper
SA-FAN-FREQ,dischargeFanFrequency
CURRENT_SENSE,current
occ-heat-sp,occupiedHeatSp
enable-humidifier-sp,humidifierEnableSp
BLR-PMP-FBK,heatingCoilPumpStatus
boilerfault,boilerFault
STM-PRES,steamPressure
chillerfault,chillerFault
dischargeFanAlarm,dischargeFanAlarm
LEAK_ALERT_SIGNAL,waterLeakAlarm
outside-damper,outsideDamper
CHWP_FEEDBACK,evapPumpStatus
whl-return-enthalpy,wheelReturnEnthalpy
supplyAirCO2,dischargeCO2
DA_TEMP_HI_SP,dischargeTempHiSp
SUPPLY_STATIC_PRESSURE_SP,dischargePressureSp
EFNSTATUS,exhaustFanStatus
disch_air_t,dischargeTemp
wheel_ret_f_o,wheelReturnFanSpeed
supply_fan_fault,dischargeFanFault
SUP_FAN_OUTPUT_SP,dischargeFanSpeedSp
mode_hvac,hvacMode
ZONECARBONDIOXIDE,zoneCO2
L2_CURR_MAX,currentPhaseBMax
E_STOP,emergencyStop
NO_ROOM_LEVEL,zoneNO
OUTDOOR-RH,outsideHumidity
FREEZE_PRO_ENABLE_CMD,freezeProtectEnable
SPACE_TEMP_DELTA,zoneTempDelta
Max_Temp_SP_ZN,zoneTempMaxSp
cool_unocc_min_flow_spt,dischargeFlowUnoccCoolSp
DISCHARGE_FAN_CURRENT,dischargeFanCurrent
zoneTempMax_SetPoint,zoneTempMaxSP
SAF_FLT_RESET,dischargeFanFaultReset
HW_RTN_TEMP,heatingCoilEnteringTemp
znTempAvgSp,zoneTempAvgSp
dischargeT,dischargeTemp
CND-ALM,condAlarm
SA-FAN-S,dischargeFanStatus
SPC_NO_MIN_STS,zoneNOMinSp
N2_ZONE_ALM,zoneN2Alarm
L3_CURR_MAX,currentPhaseCMax
humidifier_start_sp,humidifierEnableSp
condenser_pump_speed_setpoint,condPumpSpeedSp
S_FAN_CTRL_OUTPUT_SP,dischargeFanSpeedSp
SUPPLY-ENTHALPY,dischargeEnthalpy
Occupancy_Mode_Ovr,occupancyModeOvr
WheelRetFan,wheelReturnFan
STBYCLGSPFLOW,dischargeFlowStandbyCoolSp
ZN_TEMP_SP,zoneTempSp
dis_airflow_sts,dischargeFlowStatus
WHL_SPEED,wheelSpeed
BLR1Ena,boilerEnable
occ-heat-spt,occupiedHeatSp
SpaceCoolDeadband,zoneTempCoolDb
WHEELRRTEMP,wheelReturnTemp
RM-VOC-DEADBAND,zoneVOCDb
FREEZE_PROTECTION_SP,freezeProtectSp
oa_min_damper_spt,minOutsideDamperMinSp
Space-SO2-Stat,zoneSO2
EXH_DAMPER_FB,exhaustDamperFb
low-temperature-alarm,lowLimitAlarm
SUP_TEMP_LO_CLG,dischargeTempCoolMinSp
SUPPLYAIR_CLG_UNOCC_SP,dischargeFlowUnoccCoolSp
Space_Dew_Point,zoneDewpoint
GFLOW_ALARM_LO,gasFlowLoAlarm
chwValveFb,coolingValveFb
ZONEH_SP,zoneHumiditySp
highLimAlarm,highLimitAlarm
DischargeFanEnableCmd,dischargeFanEnable
ZONETEMPMAXSPT,zoneTempMaxSP
SUPPLY_FAN_HZ,dischargeFanFrequency
spcHumSP,zoneHumiditySp
SPACE_VOC_MAX_SP,zoneVOCMaxSp
SpaceTempProblem,zoneTempFault
zone-temp-sp,zoneTempSp
ZONEPRESS,zonePressure
DISCH_FAN_BYP_STATUS,dischargeFanBypass
ZN-T-SP-LCL,zoneTempSpLocal
dehumid_alm,dehumidifierAlarm
Whl-Spd,wheelSpeed
SA_T_LO_ALARM,dischargeTempLoAlarm
UnoccHeatSp,unoccupiedHeatSp
ZoneCO2Alarm,zoneCO2Alarm
SPACE-TEMP-MIN-SPT,zoneTempMinSP
spcTempSetPoint,zoneTempSp
supply_iso_dmpr,dischargeIsoDamper
ZN_VOC_MAX_SPT,zoneVOCMaxSp
bypass_vlv_fb,bypassValveFb
supply_fan_fault_reset,dischargeFanFaultReset
DAIRFLOW_MAX_CLG_SP,dischargeFlowCoolMaxSp
BLR-CIRC-CMD,heatingCoilPump
cdk_fdbk,coldDeckDamperFb
ZONEHUMMAX_SP,zoneHumidityMaxSp
zone-voc-spt,zoneVOCSp
condenser-water-pump-speed-ovr,condPumpSpeedOvr
GAS_PRESS_LIMIT_LOW,gasPressureLoAlarm
CMP-ENABLE,compEnable
FUEL_PRESS_MIN_THRESHOLD,gasPressureLoAlarm
OA_TEMP_LOST,outsideTempFault
coldDeckFbSignal,coldDeckDamperFb
econOpMode,econMode
SPC_LIGHT_MIN_SP_DATA,zoneLightLevelMinSp
BOILFLT,boilerFault
supplyAirLowTempSp,dischargeTempLoSp
OA_SENSOR_SIGNAL_LOSS,outsideTempFault
LIGHT_MAX_TARGET,zoneLightLevelMaxSp
BYPASS_LOOP_FLOW_SP,evapBypassFlowSp
DEHUM_SP,dehumidSp
RM-MIN-SP,zoneTempMinSp
OA-RH-SENSOR,outsideHumidity
BLR2Ena,boilerEnable
enable_economizer_status,econStatus
FRZPROTECT_ENABLE,freezeProtectEnable
emergency_stop_sw,emergencyStop
RA-FAN-STS,returnFanStatus
occupancymode,occupancyMode
occupiedHtgPointSpLocal,occupiedHeatSpLocal
zoneTempActiveSp,zoneTempSp
exh-damper-command,exhaustDamper
RoomHumidityHighAlarm,zoneHumidityHiAlarm
OA-TEMP-READ,outsideTemp
SF_RUNTIME,dischargeFanRuntime
exh_dmpr_cmd,exhaustDamper
exhaust_dmpr_feedback,exhaustDamperFb
SP_ZONE_TEMP_OFFSET,zoneTempSpOffset
ZN_LUX_MAX_LIMIT,zoneLightLevelMaxSp
cmd_humid,humidifier
Space_Min_Setpoint,zoneTempMinSp
DISCH_FAN_DRIVE_IND,dischargeFanDriveAlarm
supply_air_temp_min_htg_sp,dischargeTempHeatMinSp
MINOA_FLOW_SP,minOutsideFlowSp
SUPPLY-AIR-FAN-ALARM-RESET,dischargeFanAlarmReset
cool-enbl-setpoint,coolingEnableSp
occupiedHeatingSp_Local,occupiedHeatSpLocal
DEHUMSP,dehumidSp
CDWRETURNTEMP,condEnteringTemp
znh,zoneHumidity
condpump_alarm,condPumpAlarm
zone_pm25_density,zonePM25
ZoneLux,zoneLightLevel
HW-PMP-STATUS-FDBK,heatingCoilPumpStatus
zone-flush-status,zonePurgeStatus
HEATSP_EFFECTIVE,zoneHeatSp
ZONE_HUM_MAX_SP_VAL,zoneHumidityMaxSp
OA_TEMP_MEAN,outsideTempAvg
IAmpPhaseMax,currentPhaseAMax
whl-RT,wheelRuntime
WHEEL_OUTSIDE_FLOW,wheelOutsideFlow
flw-MAX-COOL-SPT,dischargeFlowCoolMaxSp
LIGHT_SPC_LUX_MAX_SP,zoneLightLevelMaxSp
BoilerStatus,boilerStatus
occ-heating-sp-local,occupiedHeatSpLocal
BLR1-PMP-ALM,heatingCoilPumpAlarm
PRESS-DB-ZN,zonePressureDb
OA_FLOW_LOW_LIMIT_SP,minOutsideFlowSp
WATER_BYPASS_GPM,evapBypassFlow
condenserStatusFb,condStatus
CMP_ALARM,compAlarm
TEMP_BAD_ZN,zoneTempFault
hvac-mode-cmd,hvacMode
EVAP_COIL_BYPASS_GPM_SP,evapBypassFlowSp
BOILER_RETURN_TEMP,heatingCoilEnteringTemp
DA_DMP_MANUAL_SWITCH,dischargeDamperOvr
chiller2,chillerEnable
comp1-control,comp
byp_dmpr_pos,bypassDamperFb
OA_ECON_DISABLE_SP,econDisableSp
RetAirTemp,returnTemp
ZN-VOC-HIGH-ALARM,zoneVOCHiAlarm
wheel-ret-flow,wheelReturnFlow
EVAP_BYPL_GPM,evapBypassFlow
economizer_enable_spt,econEnableSp
DA_TEMP_LT_SP,dischargeTempLoAlarm
CHW_ENA,coolingStatus
ZN-PRESS-MIN-SETPOINT,zonePressureMinSp
CHW-FEEDBACK,coolingValveFb
ZONE-LUX-MIN-SP,zoneLightLevelMinSp
BypassVlvFb,bypassValveFb
supply_dewpoint_setpoint,dischargeDewpointSp
ECON_CMD_ENABLE,econEnable
GAS-FLOW-LIMIT-LOW,gasFlowLoAlarm
DISCH_DEW_HI_ALM,dischargeDewpointHiAlarm
Space-Temp-Lo-Alm,zoneTempLoAlarm
MOTOR_OUTPUT_FB_SAF,dischargeFanSpeedFb
cnd_byp_vlv_command,condBypassValve
DehumidifierStat,dehumidifierStatus
SPC-LUX-MIN-S-SP,zoneLightLevelMinSp
cond-pmp-fault,condPumpFault
CHW_POS_OUT,coolingValveFb
Boiler_1_Pump_Cmd,heatingCoilPump
Boiler_Fault,boilerFault
ZONE-CO2,zoneCO2
ZN_T_SP_LCL,zoneTempSpLocal
RETURNFAN_ENABLE,returnFanEnable
RoomSO2Alarm,zoneSO2LevelAlarm
zoneTemperatureMinSetpoint,zoneTempMinSP
AVG-TEMP-SP-SPACE,zoneTempAvgSp
sa_enthalpy_sensor,dischargeEnthalpy
dehumovrenable,dehumidEnableOvr
exh_dmper_fb,exhaustDamperFb
RA_FLO_SET_PT,returnFlowSp
zoneHumiditySetPt,zoneHumiditySp
DISCHARGE_FAN_FLT_CODE,dischargeFanFaultCode
SpacePressureHiAlert,zonePressureHiAlarm
da_fan_alm,dischargeFanAlarm
discharge-damper-position,dischargeDamperFb
zoneTemp_SP,zoneTempSp
BLR_ENABLE_CMD,boilerEnable
EXF-ALM,exhaustFanAlarm
HW_TEMP_COIL_IN,heatingCoilEnteringTemp
TEMP_LO_ALM_ZN,zoneTempLoAlarm
SUPPLY_DPT_HI_SP,dischargeDewpointHiSp
SA_TEMP_HIGH_SP,dischargeTempHiSp
cnd_alm,condAlarm
FRZ_PRO_STATUS,freezeProtect
SUP_AIR_DPT_HI_SP,dischargeDewpointHiSp
O2_RM_ALARM_SNSR,zoneO2Alarm
compflt,compFault
econ_point_sp,econEnableSp
supply_air_fan_rst,dischargeFanAlarmReset
DA_LOW_STATIC_SP,dischargePressureLoSp
DC_I,currentDC
freeze_protect_enable,freezeProtect
heat-enable,heatingEnableSp
DISCH_TMP_LOWER_BOUND,dischargeTempMinSp
UNIT_FLTR_ALM_STS,unitFilterAlarm
condenserWaterPumpOvr,condPumpOvr
MAT_SENSOR,mixedTemp
SUPPLY_TEMP_HI_LIMIT_ALM,dischargeTempHiAlarm
minOADamperOverride,minOutsideDamperOvr
RM_LUX_MAX_LIMIT,zoneLightLevelMaxSp
MA_TEMPERATURE,mixedTemp
shutdown_emerg,emergencyShutdown
zone.temp.delta,zoneTempDelta
GPRESS_LOW_SAFETY_ALARM,gasPressureLoAlarm
O2_RM_ALM,zoneO2Alarm
return_temp_sp,returnTempSp
SUPPLY_STATIC_HI_SP,dischargePressureHiSp
DA_TEMP,dischargeTemp
cd_dmpr_act,coldDeckDamper
boil-fault,boilerFault
SpaceVOCLoSetpoint,zoneVOCLoSp
znco2,zoneCO2
ReturnAirTempSensor,returnTemp
DRIVE_ALM_RELAY,driveAlarm
SUP_TEMP_HTG_MIN_SP,dischargeTempHeatMinSp
HUMIDIFIER_ENABLE,humidifierEnable
RM-SO2-LEVEL-ALM,zoneSO2LevelAlarm
cw-ent-temp,condEnteringTemp
HWR_SENSOR_TEMP,heatingCoilEnteringTemp
DehumAlarm,dehumidifierAlarm
COMP-OVR,compOvr
dis_air_hi_sp,dischargePressureHiSp
zone-press-high-alm,zonePressureHiAlarm
dis_air_fan_kwh,dischargeFanEnergy
SUP_RH,dischargeHumidity
SAF-V,dischargeFanVoltage
UPPER_LIMIT_SA_TEMP,dischargeTempMaxSp
EXH_FAN_SIGNAL,exhaustFanStatus
RECOVERY_OPERATING_MODE,energyRecoveryMode
BcurrMax,currentPhaseBMax
supply_rh_sensor,dischargeHumidity
Room-Heat-Db,zoneTempHeatDb
ZN-CO2-HIGH-SIGNAL,zoneCO2HiSp
BYPASS_MODE_SA,dischargeFanBypass
dehumidification-en-spt,dehumidEnableSp
SPC-NO-S,zoneNO
OA_MIN_AIRFLOW_SPT,minOutsideFlowSp
RA-CFM-SPT,returnFlowSp
zn-t-sp-override,zoneTempSpOvr
OccClgSpt,occupiedCoolSp
FilteredOutsideTemp,outsideTempAvg
emergency_stop_active,emergencyStop
DAMPER_OUTPUT,dischargeDamper
ZN-NO-MIN-S,zoneNOMinSp
SUPPLYAIRFAN_FB,dischargeFanSpeedFb
dis_fan_alm_reset,dischargeFanAlarmReset
SUPPLY_REC_MODE,energyRecoveryMode
ZN-PM25-VALUE,zonePM25
cool_spt_offset_occ,occupiedCoolSpOffset
colddeck_damper_fbk,coldDeckDamperFb
WHL-RET-F-FAULT,wheelReturnFanFault
SpaceTempDeadband,zoneTempDb
dhum-spt,dehumidSp
OA_FLOW_MIN_SP,minOutsideFlowSp
coldDeckDamperSignal,coldDeckDamper
OA-MIN-RATE,minOutsideFlow
PURGE_SPACE,zonePurge
cold_deck_flow_out,coldDeckDischargeFlow
condenserWaterPumpSpeedFeedback,condPumpSpeedFb
SupplyAirCO2,dischargeCO2
htg_stby_sp_supply_flw,dischargeFlowStandbyHeatSp
cond_stat_signal,condStatus
CDW-RET-FLW,condEnteringFlow
freeze_sp,freezeProtectSp
ALM-DEHUM,dehumidifierAlarm
cw_ret_temp,evapEnteringTemp
ZN-NO-MAX-SP,zoneNOMaxSp
zn_local_temp_sp,zoneTempSpLocal
CHW_TO_BLDG_FLOW,evapLeavingFlow
RoomNitrogen,zoneN2
COLD-DECK-ACTUATOR,coldDeckDamper
OA-T-RESET-LO-SP,outsideTempLoSp
PHA_CURRENT_MAX,currentPhaseAMax
RT-PRESS-MAX-SP,zonePressureMaxSp
DA-PRESS-SP,dischargePressureSp
dischargeCoolTempMaxSp,dischargeTempCoolMaxSp
cndBypVlvFb,condBypassValveFb
HTG_ENABLE_CMD,heatingEnable
cnd1-bypass-temp,condBypassTemp
cold_deck_out_pressure,coldDeckDischargePressure
ReturnCarbonDioxide,returnCO2
zn-flush-stat,zonePurgeStatus
PRESS_MIN_SP_ZN,zonePressureMinSp
WhlSpeed,wheelSpeed
CURRENT_MEASUREMENT,current
econMode,econStatus
RM-CONDITION,zoneStatus
cmpenable,compEnable
BYPASSDAMPER,bypassDamper
OA_MINFLOW_SETPOINT,minOutsideFlowSp
comp_en,compEnable
SA-RH-SP,dischargeHumiditySp
zoneTempDeadband,zoneTempDb
alarmHighLimit,highLimitAlarm
CdwRet_Flw,condEnteringFlow
occ-cooling-sp-offset,occupiedCoolSpOffset
HotWaterSupplyTemp,heatingCoilLeavingTemp
DISCHARGE_FAN_A,dischargeFanCurrent
chiller1-enable-sp,chillerEnableSp
zoneTempDeltaStatus,zoneTempDelta
overrideExhDamper,exhaustDamperOvr
WATER_BYPASS_METER_EVAP,evapBypassFlow
SpacePressureLoSp,zonePressureLoSp
NO_ZN_MIN_SETPT,zoneNOMinSp
SpcVOCLevelAlarm,zoneVOCLevelAlarm
EX-FAN-ALM-SIG,exhaustFanAlarm
wheel-oa-temp,wheelOutsideTemp
MIXEDAIR_DAMPER,mixedDamper
CWTR_ENT,condEnteringTemp
ZNLightMaxSetpointStatus,zoneLightLevelMaxSp
HVACZoneTempOffset,zoneTempSpOffset
Zone_CO2_Air_Alarm,zoneCO2Alarm
cndBypFlwSp,condBypassFlowSp
SA-FAN-DRIVE-ALM,dischargeFanDriveAlarm
wheel_rf_c,wheelReturnFan
WATER_DETECT_ALARM,waterLeakAlarm
STBYCLGSP,standbyCoolSp
CFM_CLG_MODE_MAX_SP,dischargeFlowCoolMaxSp
SA-T-HI-HTG-SP,dischargeTempHeatMaxSp
clgEnableSetpoint,coolingEnableSp
minOA,minOutsideDamper
DISCHARGEDAMPERFEEDBACK,dischargeDamperFb
condPmpSpeedCmd,condPumpSpeed
CW_OUT_FLOW,condWaterLeavingFlow
hvacModeCmdInput,hvacMode
RACO2,returnCO2
CWEnterFlow,condEnteringFlow
DischargeFanStatus,dischargeFanStatus
ctrl_sp_discharge_dewpoint,dischargeDewpointSp
command_heating_enable,heatingEnable
ZNLightSetpointStatus,zoneLightLevelSp
cmp1_alm,compAlarm
supplyAirPressureTarget,dischargePressureSp
StatWheel,wheelStatus
zonePressureHiAlarmStatus,zonePressureHiAlarm
DISCH_DPT_SETPOINT_CMD,dischargeDewpointSp
supplyAirTemperature,dischargeTemp
zoneSpOffset,zoneTempSpOffset
dehum_enable_setpoint,dehumidEnableSp
SF_VOLTAGE,dischargeFanVoltage
currCMax,currentPhaseCMax
MXDAIRCTRLDMPR,mixedDamper
cwpRuntime,condPumpRuntime
whl_ret_f_fault,wheelReturnFanFault
cooling_enable_sp,coolingEnableSp
HI-PRESS-SP-SPACE,zonePressureHiSp
dehumidOvrrideEnable,dehumidEnableOvr
cw_pump_2_alarm,condPumpAlarm
RoomN2Sensor,zoneN2
ZONE_CO2_HIGH_SP,zoneCO2HiSp
economizerStatus,econStatus
COND1_ALM,condAlarm
TEMP_MAX_ALARM_ZN,zoneTempHiAlarm
S-FAN-FREQ,dischargeFanFrequency
SAF_VOLTAGE,dischargeFanVoltage
wheel_ret_ent,wheelReturnEnthalpy
DISCH_DPT_HI_SPT,dischargeDewpointHiSp
humid_en_cmd,humidifier
SA_SMOKE_ALARM,dischargeSmokeAlarm
ZoneNitricOxide,zoneNO
ZNVOCSP,zoneVOCSp
cwp_01_speed_feedback,condPumpSpeedFb
dehumidifier_on,dehumidifier
BuildingPressure,buildingPressure
bypass_valve_pos,bypassValveFb
ZN-TEMP-MAX-SPT,zoneTempMaxSP
zn-pwr-real,zonePowerReal
dischargeAirSmokeAlarm,dischargeSmokeAlarm
RETURNFAN_HERTZ,returnFanSpeed
spcdewpt,zoneDewpoint
LIGHT_SPC_SP_SENSOR,zoneLightLevelSp
zn_co2_hi_spt,zoneCO2HiSp
RM_TEMP_HI_ALM,zoneTempHiAlarm
ZONE_PRESSURE_SPT,zonePressureSp
zn-pm25-snsr,zonePM25
ZN_TEMP_MIN_SPT,zoneTempMinSP
RET_FLOW_TARGET,returnFlowSp
ZONEHUMIDSP,zoneHumiditySp
cmp1-en,compEnable
econSp,econEnableSp
CHW-POS-FB,coolingValveFb
EFAN_STS,exhaustFanStatus
cnd-byp-vlv-cmd,condBypassValve
OA-T-SENSOR-FAIL,outsideTempFault
MIXAIR_T,mixedTemp
frostprotect,freezeProtect
dehumidify-setpoint,dehumidSp
zone_voc_maximum_sp,zoneVOCMaxSp
dis_air_damper_cmd_override,dischargeDamperOvr
COOLING_FLOW_LIMIT_SETPT,dischargeFlowCoolMaxSp
DISAIR-DPR,dischargeDamper
DA_TEMP_LO_SP,dischargeTempLoSp
phs_c_cur_max,currentPhaseCMax
OA-MIN-LIMIT,minOutsideFlow
da_flow_sts,dischargeFlowStatus
cwp01Fault,condPumpFault
COMPRESSOR_OVR,compOvr
RM_PRESS_HI_ALM,zonePressureHiAlarm
spcHumidityMaxSPT,zoneHumidityMaxSp
ZNTEMPERATURE_SNSR,zoneTemp
coolingValveControl,coolingValve
SUPPLY_DEWPT,dischargeDewpoint
SpacePressHighSetpoint,zonePressureHiSp
BLR-PMP-TRIP,heatingCoilPumpAlarm
