site,name,equip_path,device_name,object_type,units,value_kind,description,label_raw,label,rows
N4-Integ02,CDDmpCmd,flr s sys vavsd,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CDDmpPos,flr n svav,,,percent,analog,,coldDeckDamperFb,coldDeckDamperFb,3
N4-Integ02,CDDmpPos,flr n vav,,,percent,analog,,coldDeckDamperFb,coldDeckDamperFb,11
N4-Integ02,CDDmpPos,flr n vav a,,,percent,analog,,coldDeckDamperFb,coldDeckDamperFb,3
N4-Integ02,CDDmpPos,flr n vave,,,percent,analog,,coldDeckDamperFb,coldDeckDamperFb,16
N4-Integ02,CDDmpPos,flr s sys vav,,,percent,analog,,coldDeckDamperFb,coldDeckDamperFb,51
N4-Integ02,CDDmpPos,flr s sys vavdd,,,percent,analog,,coldDeckDamperFb,coldDeckDamperFb,2
N4-Integ02,CDDmpPos,flr s sys vavsd,,,percent,analog,,coldDeckDamperFb,coldDeckDamperFb,4
N4-Integ02,CDDmpPos,flr sys vav,,,percent,analog,,coldDeckDamper,coldDeckDamper,340
N4-Integ02,CDDprPos,vav,,,percent,analog,,coldDeckDamper,coldDeckDamper,291
N4-Integ02,CDH,q1 ahu,,,percentrh,analog,,coldDeckDischargeHumidity,coldDeckDischargeHumidity,1
N4-Integ02,CDH,q2 ahu,,,percentrh,analog,,coldDeckDischargeHumidity,coldDeckDischargeHumidity,1
N4-Integ02,CDH,q3 ahu,,,percentrh,analog,,coldDeckDischargeHumidity,coldDeckDischargeHumidity,1
N4-Integ02,CDH,q4 ahu,,,percentrh,analog,,coldDeckDischargeHumidity,coldDeckDischargeHumidity,1
N4-Integ02,CDMATmp,flr n ahu sys,,,degf,analog,,mixedTemp,mixedTemp,6
N4-Integ02,CDMATmp,flr s ahu sys,,,degf,analog,,mixedTemp,mixedTemp,8
N4-Integ02,CDP,q1 ahu,,,inwc,analog,,coldDeckDischargePressure,coldDeckDischargePressure,4
N4-Integ02,CDP,q2 ahu,,,inwc,analog,,coldDeckDischargePressure,coldDeckDischargePressure,2
N4-Integ02,CDP,q3 ahu,,,inwc,analog,,coldDeckDischargePressure,coldDeckDischargePressure,2
N4-Integ02,CDP,q4 ahu,,,inwc,analog,,coldDeckDischargePressure,coldDeckDischargePressure,3
N4-Integ02,CDRACO2,flr n ahu sys,,,ppm,analog,,returnCO2,returnCO2,6
N4-Integ02,CDRACO2,flr s ahu sys,,,ppm,analog,,returnCO2,returnCO2,8
N4-Integ02,CDRARelHum,flr a ahu sys,,,percentrh,analog,,returnHumidity,returnHumidity,5
N4-Integ02,CDRARelHum,flr n ahu sys,,,percentrh,analog,,returnHumidity,returnHumidity,40
N4-Integ02,CDRARelHum,flr s ahu sys,,,percentrh,analog,,returnHumidity,returnHumidity,39
N4-Integ02,CDRARelHum,flr ts n ahu sys,,,percentrh,analog,,returnHumidity,returnHumidity,1
N4-Integ02,CDRARelHum,flr ts s ahu sys,,,percentrh,analog,,returnHumidity,returnHumidity,1
N4-Integ02,CDRATmp,flr a ahu sys,,,degf,analog,,returnTemp,returnTemp,5
N4-Integ02,CDRATmp,flr n ahu sys,,,degf,analog,,returnTemp,returnTemp,40
N4-Integ02,CDRATmp,flr s ahu sys,,,degf,analog,,returnTemp,returnTemp,39
N4-Integ02,CDRATmp,flr ts n ahu sys,,,degf,analog,,returnTemp,returnTemp,1
N4-Integ02,CDRATmp,flr ts s ahu sys,,,degf,analog,,returnTemp,returnTemp,1
N4-Integ02,CDSATmp,flr a ahu sys,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,5
N4-Integ02,CDSATmp,flr bn ahus,,,degf,analog,,dischargeTemp,dischargeTemp,1
N4-Integ02,CDSATmp,flr bs ahus,,,degf,analog,,dischargeTemp,dischargeTemp,2
N4-Integ02,CDSATmp,flr n ahu sys,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,39
N4-Integ02,CDSATmp,flr n ahu sys,,,degf,analog,,dischargeTemp,dischargeTemp,7
N4-Integ02,CDSATmp,flr n ahus,,,degf,analog,,dischargeTemp,dischargeTemp,11
N4-Integ02,CDSATmp,flr s ahu sys,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,38
N4-Integ02,CDSATmp,flr s ahu sys,,,degf,analog,,dischargeTemp,dischargeTemp,9
N4-Integ02,CDSATmp,flr s ahus,,,degf,analog,,dischargeTemp,dischargeTemp,9
N4-Integ02,CDSATmp,flr ts n ahu sys,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,1
N4-Integ02,CDSATmp,flr ts s ahu sys,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,1
N4-Integ02,CDSATmpSp,flr a ahu sys,,,degf,analog,,coldDeckDischargeTempSp,coldDeckDischargeTempSp,6
N4-Integ02,CDSATmpSp,flr bn ahus,,,degf,analog,,dischargeTempSp,dischargeTempSp,1
N4-Integ02,CDSATmpSp,flr bs ahus,,,degf,analog,,dischargeTempSp,dischargeTempSp,4
N4-Integ02,CDSATmpSp,flr n ahu sys,,,degf,analog,,coldDeckDischargeTempSp,coldDeckDischargeTempSp,43
N4-Integ02,CDSATmpSp,flr n ahu sys,,,degf,analog,,dischargeTempSp,dischargeTempSp,7
N4-Integ02,CDSATmpSp,flr n ahus,,,degf,analog,,dischargeTempSp,dischargeTempSp,10
N4-Integ02,CDSATmpSp,flr n ahus,,,degf,analog,,outsideFlowSp,outsideFlowSp,1
N4-Integ02,CDSATmpSp,flr s ahu sys,,,degf,analog,,coldDeckDischargeTempSp,coldDeckDischargeTempSp,45
N4-Integ02,CDSATmpSp,flr s ahu sys,,,degf,analog,,dischargeTempSp,dischargeTempSp,9
N4-Integ02,CDSATmpSp,flr s ahus,,,degf,analog,,dischargeTempSp,dischargeTempSp,9
N4-Integ02,CDSATmpSp,flr ts n ahu sys,,,degf,analog,,coldDeckDischargeTempSp,coldDeckDischargeTempSp,1
N4-Integ02,CDSATmpSp,flr ts s ahu sys,,,degf,analog,,coldDeckDischargeTempSp,coldDeckDischargeTempSp,1
N4-Integ02,CDSATmpSp,flr w ahu sys,,,degf,analog,,coldDeckDischargeTempSp,coldDeckDischargeTempSp,2
N4-Integ02,CDSFVFDCmd,flr a ahu sys,,,enabled,binary,,coldDeckFan,coldDeckFan,5
N4-Integ02,CDSFVFDCmd,flr n ahu sys,,,disabled,binary,,coldDeckFan,coldDeckFan,1
N4-Integ02,CDSFVFDCmd,flr n ahu sys,,,enabled,binary,,coldDeckFan,coldDeckFan,38
N4-Integ02,CDSFVFDCmd,flr n ahu sys,,,enabled,binary,,dischargeFan,dischargeFan,4
N4-Integ02,CDSFVFDCmd,flr n ahu sys,,,running,binary,,dischargeFan,dischargeFan,3
N4-Integ02,CDSFVFDCmd,flr s ahu sys,,,enabled,binary,,coldDeckFan,coldDeckFan,38
N4-Integ02,CDSFVFDCmd,flr s ahu sys,,,enabled,binary,,dischargeFan,dischargeFan,9
N4-Integ02,CDSFVFDCmd,flr ts n ahu sys,,,enabled,binary,,coldDeckFan,coldDeckFan,1
N4-Integ02,CDSFVFDCmd,flr ts s ahu sys,,,enabled,binary,,coldDeckFan,coldDeckFan,1
N4-Integ02,CDSFVFDSpd,flr a ahu sys,,,percent,analog,,coldDeckFanSpeed,coldDeckFanSpeed,5
N4-Integ02,CDSFVFDSpd,flr n ahu sys,,,percent,analog,,coldDeckFanSpeed,coldDeckFanSpeed,39
N4-Integ02,CDSFVFDSpd,flr n ahu sys,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,1
N4-Integ02,CDSFVFDSpd,flr n ahu sys,,,percent,analog,,dischargeFanSpeedFb,dischargeFanSpeedFb,1
N4-Integ02,CDSFVFDSpd,flr s ahu sys,,,percent,analog,,coldDeckFanSpeed,coldDeckFanSpeed,38
N4-Integ02,CDSFVFDSpd,flr s ahu sys,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,1
N4-Integ02,CDSFVFDSpd,flr ts n ahu sys,,,percent,analog,,coldDeckFanSpeed,coldDeckFanSpeed,1
N4-Integ02,CDSFVFDSpd,flr ts s ahu sys,,,percent,analog,,coldDeckFanSpeed,coldDeckFanSpeed,1
N4-Integ02,CDSFVFDSts,flr a ahu sys,,,running,binary,,coldDeckFanStatus,coldDeckFanStatus,5
N4-Integ02,CDSFVFDSts,flr n ahu sys,,,running,binary,,coldDeckFanStatus,coldDeckFanStatus,38
N4-Integ02,CDSFVFDSts,flr n ahu sys,,,running,binary,,dischargeFanStatus,dischargeFanStatus,7
N4-Integ02,CDSFVFDSts,flr n ahu sys,,,stopped,binary,,coldDeckFanStatus,coldDeckFanStatus,1
N4-Integ02,CDSFVFDSts,flr s ahu sys,,,running,binary,,coldDeckFanStatus,coldDeckFanStatus,38
N4-Integ02,CDSFVFDSts,flr s ahu sys,,,running,binary,,dischargeFanStatus,dischargeFanStatus,9
N4-Integ02,CDSFVFDSts,flr ts n ahu sys,,,running,binary,,coldDeckFanStatus,coldDeckFanStatus,1
N4-Integ02,CDSFVFDSts,flr ts s ahu sys,,,running,binary,,coldDeckFanStatus,coldDeckFanStatus,1
N4-Integ02,CDStPrs,flr a ahu sys,,,inwc,analog,,coldDeckDischargePressure,coldDeckDischargePressure,5
N4-Integ02,CDStPrs,flr n ahu sys,,,inwc,analog,,coldDeckDischargePressure,coldDeckDischargePressure,39
N4-Integ02,CDStPrs,flr n ahu sys,,,inwc,analog,,dischargePressure,dischargePressure,2
N4-Integ02,CDStPrs,flr s ahu sys,,,inwc,analog,,coldDeckDischargePressure,coldDeckDischargePressure,38
N4-Integ02,CDStPrs,flr s ahu sys,,,inwc,analog,,dischargePressure,dischargePressure,1
N4-Integ02,CDStPrs,flr ts n ahu sys,,,inwc,analog,,coldDeckDischargePress,coldDeckDischargePress,1
N4-Integ02,CDStPrs,flr ts s ahu sys,,,inwc,analog,,coldDeckDischargePress,coldDeckDischargePress,1
N4-Integ02,CDStPrsSp,flr a ahu sys,,,inwc,analog,,coldDeckDischargePressureSp,coldDeckDischargePressureSp,5
N4-Integ02,CDStPrsSp,flr n ahu sys,,,inwc,analog,,coldDeckDischargePressureSp,coldDeckDischargePressureSp,39
N4-Integ02,CDStPrsSp,flr n ahu sys,,,inwc,analog,,dischargePressureSp,dischargePressureSp,2
N4-Integ02,CDStPrsSp,flr s ahu sys,,,inwc,analog,,coldDeckDischargePressSp,coldDeckDischargePressSp,1
N4-Integ02,CDStPrsSp,flr s ahu sys,,,inwc,analog,,coldDeckDischargePressureSp,coldDeckDischargePressureSp,37
N4-Integ02,CDStPrsSp,flr s ahu sys,,,inwc,analog,,dischargePressureSp,dischargePressureSp,1
N4-Integ02,CDStPrsSp,flr ts n ahu sys,,,inwc,analog,,coldDeckDischargePressSp,coldDeckDischargePressSp,1
N4-Integ02,CDStPrsSp,flr ts s ahu sys,,,inwc,analog,,coldDeckDischargePressSp,coldDeckDischargePressSp,1
N4-Integ02,CDT,air handling systems a p,,,degf,analog,,dischargeTemp,dischargeTemp,2
N4-Integ02,CDT,q1 ahu,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,4
N4-Integ02,CDT,q2 ahu,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,3
N4-Integ02,CDT,q3 ahu,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,3
N4-Integ02,CDT,q4 ahu,,,degf,analog,,coldDeckDischargeTemp,coldDeckDischargeTemp,3
N4-Integ02,CDVol,flr n svav,,,cfm,analog,,coldDeckDischargeFlow,coldDeckDischargeFlow,3
N4-Integ02,CDVol,flr n vav,,,cfm,analog,,coldDeckDischargeFlow,coldDeckDischargeFlow,11
N4-Integ02,CDVol,flr n vav a,,,cfm,analog,,coldDeckDischargeFlow,coldDeckDischargeFlow,3
N4-Integ02,CDVol,flr n vave,,,cfm,analog,,coldDeckDischargeFlow,coldDeckDischargeFlow,16
N4-Integ02,CDVol,flr s sys vav,,,cfm,analog,,coldDeckDischargeFlow,coldDeckDischargeFlow,51
N4-Integ02,CDVol,flr s sys vavdd,,,cfm,analog,,coldDeckDischargeFlow,coldDeckDischargeFlow,2
N4-Integ02,CDVol,flr s sys vavsd,,,cfm,analog,,coldDeckDischargeFlow,coldDeckDischargeFlow,4
N4-Integ02,CDVol,flr sys vav,,,cfm,analog,,coldDeckdischargeFlow,coldDeckDischargeFlow,340
N4-Integ02,CDVolSp,flr n svav,,,cfm,analog,,coldDeckDischargeFlowSp,coldDeckDischargeFlowSp,3
N4-Integ02,CDVolSp,flr n vav,,,cfm,analog,,coldDeckDischargeFlowSp,coldDeckDischargeFlowSp,11
N4-Integ02,CDVolSp,flr n vav a,,,cfm,analog,,coldDeckDischargeFlowSp,coldDeckDischargeFlowSp,3
N4-Integ02,CDVolSp,flr n vave,,,cfm,analog,,coldDeckDischargeFlowSp,coldDeckDischargeFlowSp,16
N4-Integ02,CDVolSp,flr s sys vav,,,cfm,analog,,coldDeckDischargeFlowSp,coldDeckDischargeFlowSp,51
N4-Integ02,CDVolSp,flr sys vav,,,cfm,analog,,coldDeckdischargeFlowSp,coldDeckDischargeFlowSp,340
N4-Integ02,CD_Percent,vav a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,150
N4-Integ02,CD_Percent,vav a1 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,11
N4-Integ02,CD_Percent,vav a2 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,7
N4-Integ02,CD_Percent,vav a2 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,7
N4-Integ02,CD_Percent,vav a2 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav a3 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,5
N4-Integ02,CD_Percent,vav a3 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav a3 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,8
N4-Integ02,CD_Percent,vav a4 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav a4 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav a4 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav a4 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,11
N4-Integ02,CD_Percent,vav a5 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav a5 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav a5 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,12
N4-Integ02,CD_Percent,vav a6 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav a6 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav a6 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav a6 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,10
N4-Integ02,CD_Percent,vav a7 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav a7 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav a7 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,10
N4-Integ02,CD_Percent,vav a8 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav a8 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav a8 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav a8 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,10
N4-Integ02,CD_Percent,vav a9 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav a9 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav a9 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,9
N4-Integ02,CD_Percent,vav b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,149
N4-Integ02,CD_Percent,vav b2 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,9
N4-Integ02,CD_Percent,vav b2 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,9
N4-Integ02,CD_Percent,vav b2 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav b2 d logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav b2 e logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav b2 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav b3 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,8
N4-Integ02,CD_Percent,vav b3 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,8
N4-Integ02,CD_Percent,vav b3 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav b3 d logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav b3 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav b4 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav b4 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav b4 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav b4 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav b5 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,8
N4-Integ02,CD_Percent,vav b5 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,8
N4-Integ02,CD_Percent,vav b5 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav b5 d logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav b5 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav b6 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav b6 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,5
N4-Integ02,CD_Percent,vav b6 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav b7 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav b7 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav b7 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav b8 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,10
N4-Integ02,CD_Percent,vav b9 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav b9 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav b9 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,10
N4-Integ02,CD_Percent,vav bc logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,19
N4-Integ02,CD_Percent,vav c2 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,8
N4-Integ02,CD_Percent,vav c2 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,8
N4-Integ02,CD_Percent,vav c2 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c2 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav c3 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav c3 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav c3 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c3 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,9
N4-Integ02,CD_Percent,vav c4 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav c4 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav c4 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c4 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,10
N4-Integ02,CD_Percent,vav c5 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav c5 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav c5 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,9
N4-Integ02,CD_Percent,vav c6 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav c6 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav c6 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c6 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,9
N4-Integ02,CD_Percent,vav c7 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav c7 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav c7 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c7 d logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c7 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav c8 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav c8 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav c8 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav c8 d logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c8 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,5
N4-Integ02,CD_Percent,vav c9 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav c9 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav c9 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav c9 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
N4-Integ02,CD_Percent,vav corr c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav corr n logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav corr s logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav d logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav d2 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav d3 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav d4 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav d5 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav d6 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav d7 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav d8 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav d8 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav d8 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,4
N4-Integ02,CD_Percent,vav d9 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav e logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,3
N4-Integ02,CD_Percent,vav e7 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav e7 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav e7 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav e8 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav e8 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav e8 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav e8 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav e9 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav f8 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav f9 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav f9 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav f9 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav g6 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav g6 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav g6 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav g7 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav g7 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav g8 a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav g8 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,2
N4-Integ02,CD_Percent,vav g8 c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav g9 b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav g9 logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav ga a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,5
N4-Integ02,CD_Percent,vav ga b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,5
N4-Integ02,CD_Percent,vav ga c logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,1
N4-Integ02,CD_Percent,vav ga logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,13
N4-Integ02,CD_Percent,vav gb a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,5
N4-Integ02,CD_Percent,vav gb b logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,5
N4-Integ02,CD_Percent,vav gb logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,12
N4-Integ02,CD_Percent,vav gc a logic,,,percent,analog,,coldDeckDamper,coldDeckDamper,6
